order_id,product_id,product_category,seasonality_factor,day_of_week,holiday_event(yes/no),discount(%)
ORD007410,PROD1994,Pharmaceuticals,Off-Peak,Wednesday,No,43
ORD012353,PROD4273,Electronics,Festival,Wednesday,No,48
ORD013347,PROD5076,Electronics,Normal,Wednesday,No,11
ORD013015,PROD8146,Furniture,Peak,Wednesday,Yes,17
ORD014797,PROD2770,Electronics,Festival,Wednesday,No,44
ORD012875,PROD3580,Groceries,Peak,Wednesday,No,11
ORD010186,PROD1166,Furniture,Peak,Wednesday,No,25
ORD001192,PROD7730,Pharmaceuticals,Normal,Wednesday,No,29
ORD004968,PROD5075,Electronics,Festival,Wednesday,No,42
ORD010887,PROD9955,Furniture,Festival,Wednesday,No,31
ORD006660,PROD6813,Groceries,Normal,Wednesday,No,18
ORD009525,PROD4614,Clothing,Peak,Wednesday,No,0
ORD011751,PROD2496,Furniture,Off-Peak,Wednesday,No,20
ORD003791,PROD2560,Groceries,Off-Peak,Wednesday,Yes,14
ORD002986,PROD4287,Furniture,Off-Peak,Wednesday,Yes,30
ORD004427,PROD1175,Groceries,Peak,Wednesday,Yes,27
ORD014477,PROD2582,Clothing,Festival,Wednesday,No,39
ORD001025,PROD2233,Groceries,Off-Peak,Wednesday,No,29
ORD003038,PROD6345,Groceries,Normal,Wednesday,No,42
ORD007095,PROD5361,Clothing,Off-Peak,Wednesday,No,30
ORD005722,PROD7459,Pharmaceuticals,Festival,Wednesday,No,43
ORD005588,PROD5011,Groceries,Normal,Wednesday,Yes,10
ORD010578,PROD8056,Clothing,Festival,Wednesday,No,44
ORD006332,PROD4346,Furniture,Off-Peak,Wednesday,No,3
ORD014386,PROD8132,Pharmaceuticals,Normal,Wednesday,Yes,38
ORD013902,PROD6421,Pharmaceuticals,Peak,Wednesday,No,7
ORD004334,PROD2925,Electronics,Normal,Wednesday,No,42
ORD012379,PROD7313,Groceries,Normal,Wednesday,Yes,39
ORD006916,PROD5201,Furniture,Normal,Wednesday,No,44
ORD013200,PROD4728,Pharmaceuticals,Off-Peak,Wednesday,Yes,28
ORD007955,PROD7420,Groceries,Off-Peak,Wednesday,No,41
ORD001175,PROD7992,Electronics,Peak,Wednesday,No,26
ORD014084,PROD6272,Groceries,Peak,Wednesday,No,49
ORD005909,PROD4163,Groceries,Peak,Wednesday,No,41
ORD013806,PROD3979,Groceries,Festival,Wednesday,No,38
ORD011375,PROD1109,Electronics,Festival,Wednesday,No,6
ORD008635,PROD3878,Clothing,Off-Peak,Wednesday,No,24
ORD007289,PROD4673,Pharmaceuticals,Normal,Wednesday,No,1
ORD012218,PROD5668,Clothing,Festival,Wednesday,No,30
ORD003716,PROD1044,Furniture,Festival,Wednesday,No,29
ORD007946,PROD1712,Groceries,Normal,Wednesday,No,32
ORD012027,PROD3525,Electronics,Festival,Wednesday,No,35
ORD003158,PROD8728,Electronics,Normal,Wednesday,No,26
ORD005966,PROD3438,Electronics,Normal,Wednesday,No,10
ORD005988,PROD6880,Groceries,Off-Peak,Wednesday,No,6
ORD012947,PROD5106,Electronics,Festival,Wednesday,Yes,46
ORD007796,PROD7308,Furniture,Festival,Wednesday,Yes,4
ORD001820,PROD9108,Furniture,Peak,Wednesday,No,10
ORD007733,PROD8796,Pharmaceuticals,Peak,Wednesday,Yes,35
ORD009974,PROD5250,Electronics,Festival,Wednesday,No,33
ORD005032,PROD6319,Groceries,Festival,Wednesday,No,41
ORD000226,PROD4872,Electronics,Off-Peak,Wednesday,No,0
ORD000053,PROD4814,Pharmaceuticals,Peak,Wednesday,No,45
ORD007708,PROD8371,Groceries,Peak,Wednesday,No,10
ORD004309,PROD3338,Clothing,Festival,Wednesday,No,23
ORD004258,PROD8898,Pharmaceuticals,Festival,Wednesday,No,26
ORD007003,PROD4872,Clothing,Festival,Wednesday,Yes,30
ORD000504,PROD3267,Groceries,Peak,Wednesday,No,6
ORD004509,PROD5408,Furniture,Normal,Wednesday,Yes,16
ORD010482,PROD2819,Groceries,Peak,Wednesday,No,26
ORD006682,PROD7304,Groceries,Festival,Wednesday,Yes,43
ORD001096,PROD3063,Furniture,Festival,Wednesday,No,9
ORD005099,PROD7776,Electronics,Normal,Wednesday,Yes,2
ORD013675,PROD3365,Clothing,Off-Peak,Wednesday,No,4
ORD012329,PROD4094,Clothing,Normal,Wednesday,Yes,13
ORD010487,PROD5361,Electronics,Off-Peak,Wednesday,No,42
ORD005748,PROD2387,Groceries,Peak,Wednesday,No,34
ORD010803,PROD1149,Clothing,Off-Peak,Wednesday,Yes,10
ORD014404,PROD7668,Clothing,Festival,Wednesday,Yes,40
ORD011378,PROD7054,Groceries,Normal,Wednesday,Yes,41
ORD005185,PROD6681,Clothing,Normal,Wednesday,No,1
ORD006865,PROD2552,Pharmaceuticals,Peak,Wednesday,Yes,7
ORD014174,PROD6306,Clothing,Peak,Wednesday,No,41
ORD005137,PROD9573,Clothing,Peak,Wednesday,No,38
ORD006650,PROD1070,Pharmaceuticals,Festival,Wednesday,Yes,5
ORD007941,PROD9491,Electronics,Normal,Wednesday,No,44
ORD001932,PROD4396,Electronics,Off-Peak,Wednesday,No,28
ORD011049,PROD9535,Pharmaceuticals,Festival,Wednesday,Yes,33
ORD008082,PROD4594,Electronics,Normal,Wednesday,No,35
ORD013493,PROD1773,Furniture,Normal,Wednesday,No,46
ORD014512,PROD7287,Groceries,Off-Peak,Wednesday,No,27
ORD012336,PROD1374,Pharmaceuticals,Festival,Wednesday,No,9
ORD001480,PROD8167,Pharmaceuticals,Peak,Wednesday,No,30
ORD014335,PROD7840,Pharmaceuticals,Peak,Wednesday,No,18
ORD000494,PROD5499,Pharmaceuticals,Peak,Wednesday,Yes,49
ORD011883,PROD2444,Pharmaceuticals,Peak,Wednesday,No,35
ORD014642,PROD9359,Groceries,Festival,Wednesday,Yes,48
ORD004015,PROD6424,Groceries,Festival,Wednesday,No,16
ORD013090,PROD6365,Electronics,Off-Peak,Wednesday,No,23
ORD008902,PROD4586,Groceries,Normal,Thursday,Yes,33
ORD001825,PROD2761,Electronics,Normal,Thursday,Yes,43
ORD008187,PROD8406,Clothing,Festival,Thursday,No,41
ORD005312,PROD5823,Clothing,Off-Peak,Thursday,No,37
ORD013574,PROD7470,Pharmaceuticals,Off-Peak,Thursday,No,46
ORD008402,PROD9264,Furniture,Festival,Thursday,Yes,21
ORD002166,PROD8191,Furniture,Peak,Thursday,Yes,38
ORD012894,PROD1423,Clothing,Peak,Thursday,No,31
ORD000380,PROD5573,Furniture,Off-Peak,Thursday,No,49
ORD008525,PROD2552,Pharmaceuticals,Off-Peak,Thursday,No,10
ORD012382,PROD5260,Electronics,Peak,Thursday,No,40
ORD001231,PROD7878,Electronics,Peak,Thursday,No,33
ORD014755,PROD9892,Furniture,Off-Peak,Thursday,Yes,30
ORD000575,PROD5051,Electronics,Normal,Thursday,No,30
ORD013477,PROD7370,Clothing,Peak,Thursday,No,25
ORD002613,PROD7431,Groceries,Off-Peak,Thursday,No,46
ORD013135,PROD6843,Electronics,Off-Peak,Thursday,No,32
ORD004769,PROD8418,Clothing,Normal,Thursday,No,28
ORD013960,PROD5611,Pharmaceuticals,Peak,Thursday,No,0
ORD011128,PROD6259,Clothing,Peak,Thursday,No,48
ORD000109,PROD8668,Pharmaceuticals,Off-Peak,Thursday,Yes,6
ORD007074,PROD4248,Groceries,Peak,Thursday,No,22
ORD002754,PROD6289,Clothing,Peak,Thursday,No,26
ORD005278,PROD6323,Electronics,Off-Peak,Thursday,No,36
ORD002677,PROD5389,Pharmaceuticals,Peak,Thursday,No,40
ORD004061,PROD2181,Electronics,Normal,Thursday,No,33
ORD012942,PROD7616,Furniture,Normal,Thursday,No,24
ORD003242,PROD6234,Furniture,Normal,Thursday,Yes,39
ORD004716,PROD2467,Groceries,Peak,Thursday,No,49
ORD008055,PROD1132,Clothing,Off-Peak,Thursday,No,35
ORD011425,PROD3481,Electronics,Normal,Thursday,No,30
ORD013235,PROD3388,Furniture,Off-Peak,Thursday,No,24
ORD002087,PROD4365,Clothing,Peak,Thursday,No,26
ORD010020,PROD4541,Clothing,Off-Peak,Thursday,No,25
ORD004368,PROD1117,Clothing,Peak,Thursday,No,45
ORD010494,PROD7628,Electronics,Peak,Thursday,No,19
ORD010975,PROD4214,Clothing,Off-Peak,Thursday,Yes,21
ORD001189,PROD1982,Electronics,Peak,Thursday,No,37
ORD009011,PROD5888,Groceries,Festival,Thursday,No,34
ORD000206,PROD6559,Clothing,Peak,Thursday,No,42
ORD014015,PROD4013,Clothing,Normal,Thursday,No,45
ORD003610,PROD9021,Electronics,Festival,Thursday,No,20
ORD000129,PROD9317,Furniture,Normal,Thursday,No,29
ORD006115,PROD7861,Electronics,Peak,Thursday,Yes,49
ORD000194,PROD4119,Pharmaceuticals,Normal,Thursday,No,22
ORD002242,PROD4921,Furniture,Festival,Thursday,No,10
ORD000162,PROD7537,Furniture,Festival,Thursday,No,25
ORD002499,PROD8563,Furniture,Off-Peak,Thursday,No,11
ORD006749,PROD2253,Electronics,Off-Peak,Thursday,No,21
ORD006319,PROD2430,Electronics,Peak,Thursday,No,1
ORD000979,PROD8916,Clothing,Festival,Thursday,No,42
ORD013050,PROD5857,Groceries,Festival,Thursday,No,2
ORD006533,PROD3219,Clothing,Festival,Thursday,No,8
ORD001798,PROD3616,Electronics,Festival,Thursday,No,14
ORD003073,PROD7492,Pharmaceuticals,Off-Peak,Thursday,No,31
ORD009282,PROD8198,Furniture,Normal,Thursday,Yes,1
ORD007682,PROD3340,Clothing,Off-Peak,Thursday,No,39
ORD012642,PROD4417,Pharmaceuticals,Peak,Thursday,No,30
ORD001261,PROD1744,Pharmaceuticals,Normal,Thursday,Yes,12
ORD014029,PROD5972,Pharmaceuticals,Peak,Thursday,Yes,23
ORD014868,PROD7693,Pharmaceuticals,Festival,Thursday,Yes,43
ORD006971,PROD3869,Clothing,Off-Peak,Thursday,No,28
ORD011870,PROD4255,Electronics,Peak,Thursday,No,10
ORD005550,PROD2897,Clothing,Normal,Thursday,No,3
ORD007689,PROD3999,Pharmaceuticals,Peak,Thursday,No,38
ORD006797,PROD5660,Pharmaceuticals,Normal,Thursday,No,47
ORD003882,PROD9172,Furniture,Peak,Thursday,No,19
ORD000766,PROD3441,Groceries,Festival,Thursday,No,30
ORD000996,PROD4115,Groceries,Off-Peak,Thursday,Yes,29
ORD006031,PROD1701,Pharmaceuticals,Festival,Thursday,No,45
ORD009405,PROD1223,Electronics,Festival,Thursday,No,45
ORD004361,PROD5223,Furniture,Normal,Thursday,No,18
ORD005560,PROD6119,Groceries,Festival,Thursday,No,8
ORD014762,PROD5775,Furniture,Festival,Thursday,No,36
ORD003547,PROD1578,Clothing,Peak,Thursday,Yes,8
ORD005496,PROD6434,Pharmaceuticals,Festival,Thursday,No,5
ORD001987,PROD3868,Electronics,Peak,Thursday,No,22
ORD010886,PROD7685,Groceries,Peak,Thursday,No,32
ORD005478,PROD8849,Groceries,Normal,Thursday,Yes,17
ORD014946,PROD9605,Pharmaceuticals,Peak,Thursday,No,30
ORD014704,PROD2086,Pharmaceuticals,Peak,Thursday,No,24
ORD002861,PROD6916,Pharmaceuticals,Off-Peak,Thursday,Yes,40
ORD014302,PROD6471,Furniture,Peak,Thursday,No,41
ORD004985,PROD6163,Groceries,Festival,Thursday,No,8
ORD011794,PROD8636,Clothing,Peak,Thursday,No,28
ORD007648,PROD7830,Furniture,Normal,Thursday,No,31
ORD003531,PROD5895,Electronics,Festival,Thursday,No,42
ORD003548,PROD4111,Electronics,Normal,Thursday,No,13
ORD011866,PROD3827,Clothing,Festival,Thursday,No,14
ORD008120,PROD1352,Clothing,Festival,Thursday,No,4
ORD010837,PROD1483,Groceries,Festival,Thursday,No,34
ORD003822,PROD9166,Groceries,Off-Peak,Thursday,No,16
ORD003036,PROD6161,Clothing,Peak,Thursday,No,24
ORD010425,PROD9412,Electronics,Normal,Thursday,No,22
ORD001947,PROD5712,Furniture,Peak,Thursday,No,25
ORD012063,PROD1026,Pharmaceuticals,Off-Peak,Thursday,No,22
ORD010997,PROD4801,Electronics,Festival,Thursday,No,33
ORD007014,PROD3625,Groceries,Peak,Thursday,Yes,6
ORD000139,PROD1319,Groceries,Peak,Thursday,No,0
ORD013742,PROD3823,Clothing,Normal,Thursday,Yes,38
ORD002022,PROD8007,Pharmaceuticals,Normal,Thursday,No,33
ORD014870,PROD8250,Furniture,Off-Peak,Thursday,No,43
ORD001502,PROD1627,Clothing,Peak,Thursday,No,15
ORD014464,PROD4085,Pharmaceuticals,Off-Peak,Thursday,No,43
ORD003590,PROD3250,Furniture,Normal,Thursday,No,44
ORD012479,PROD6067,Furniture,Normal,Thursday,No,9
ORD004706,PROD3900,Pharmaceuticals,Peak,Thursday,No,6
ORD001834,PROD1838,Electronics,Off-Peak,Thursday,No,31
ORD010713,PROD1896,Furniture,Normal,Thursday,No,42
ORD013363,PROD3998,Electronics,Normal,Thursday,No,30
ORD012733,PROD6468,Pharmaceuticals,Normal,Thursday,Yes,8
ORD013662,PROD7336,Electronics,Peak,Thursday,No,35
ORD007031,PROD6764,Furniture,Festival,Thursday,No,3
ORD002230,PROD8854,Groceries,Peak,Thursday,No,38
ORD008949,PROD1886,Pharmaceuticals,Normal,Thursday,No,48
ORD000732,PROD8381,Furniture,Festival,Thursday,No,7
ORD011762,PROD8203,Groceries,Festival,Thursday,Yes,49
ORD009255,PROD1145,Groceries,Off-Peak,Thursday,No,1
ORD013979,PROD6867,Clothing,Peak,Thursday,No,27
ORD006356,PROD9986,Clothing,Off-Peak,Thursday,No,11
ORD006263,PROD6454,Groceries,Normal,Thursday,No,32
ORD007871,PROD1156,Electronics,Normal,Thursday,No,39
ORD004324,PROD9564,Furniture,Festival,Thursday,Yes,32
ORD009114,PROD2080,Electronics,Off-Peak,Thursday,No,5
ORD006899,PROD9556,Furniture,Peak,Thursday,Yes,22
ORD012316,PROD3910,Groceries,Normal,Thursday,No,1
ORD008667,PROD7304,Clothing,Normal,Thursday,No,11
ORD007581,PROD2520,Groceries,Festival,Thursday,No,2
ORD002421,PROD2674,Electronics,Peak,Thursday,No,24
ORD012735,PROD2237,Furniture,Festival,Thursday,No,7
ORD005811,PROD1845,Clothing,Festival,Thursday,No,47
ORD009514,PROD4592,Furniture,Festival,Thursday,No,25
ORD010518,PROD4069,Clothing,Festival,Thursday,No,29
ORD013989,PROD3794,Groceries,Festival,Thursday,No,40
ORD009345,PROD2688,Furniture,Normal,Thursday,No,45
ORD009168,PROD5699,Groceries,Off-Peak,Thursday,No,10
ORD001481,PROD2502,Pharmaceuticals,Peak,Thursday,No,34
ORD001986,PROD1611,Furniture,Festival,Thursday,No,12
ORD004400,PROD4513,Groceries,Normal,Thursday,Yes,36
ORD009078,PROD5544,Furniture,Normal,Thursday,No,3
ORD010092,PROD1068,Groceries,Normal,Thursday,No,48
ORD013965,PROD9092,Furniture,Peak,Thursday,No,15
ORD004333,PROD9246,Clothing,Normal,Thursday,Yes,39
ORD008385,PROD4005,Clothing,Off-Peak,Thursday,No,19
ORD002092,PROD1911,Groceries,Festival,Thursday,No,9
ORD011194,PROD6902,Pharmaceuticals,Festival,Thursday,No,5
ORD006794,PROD9105,Furniture,Off-Peak,Thursday,Yes,26
ORD012823,PROD3668,Groceries,Normal,Thursday,No,5
ORD014492,PROD6857,Clothing,Peak,Thursday,No,26
ORD011643,PROD6128,Furniture,Normal,Thursday,Yes,10
ORD007217,PROD2545,Electronics,Peak,Thursday,No,24
ORD011740,PROD3075,Clothing,Off-Peak,Thursday,No,33
ORD014563,PROD1652,Clothing,Peak,Thursday,No,47
ORD014794,PROD1835,Electronics,Normal,Thursday,No,46
ORD006573,PROD9247,Pharmaceuticals,Festival,Thursday,No,30
ORD003796,PROD7305,Pharmaceuticals,Off-Peak,Thursday,No,32
ORD006125,PROD4592,Electronics,Peak,Thursday,No,45
ORD009630,PROD1710,Electronics,Festival,Thursday,No,22
ORD014267,PROD6480,Pharmaceuticals,Peak,Thursday,No,27
ORD010301,PROD9169,Clothing,Off-Peak,Thursday,No,22
ORD003975,PROD3847,Clothing,Off-Peak,Thursday,Yes,16
ORD008475,PROD1262,Groceries,Festival,Thursday,No,43
ORD011777,PROD6193,Pharmaceuticals,Peak,Thursday,Yes,40
ORD007015,PROD8190,Furniture,Off-Peak,Friday,No,15
ORD008283,PROD6006,Groceries,Festival,Friday,No,23
ORD005026,PROD5198,Furniture,Off-Peak,Friday,Yes,35
ORD010193,PROD9953,Electronics,Peak,Friday,No,16
ORD005378,PROD8434,Groceries,Off-Peak,Friday,No,3
ORD004672,PROD2045,Furniture,Off-Peak,Friday,No,35
ORD010375,PROD2964,Clothing,Normal,Friday,No,38
ORD011493,PROD8240,Groceries,Festival,Friday,No,32
ORD005699,PROD4369,Electronics,Normal,Friday,No,16
ORD013257,PROD5019,Electronics,Normal,Friday,Yes,10
ORD013865,PROD6499,Clothing,Peak,Friday,No,45
ORD008511,PROD4606,Pharmaceuticals,Off-Peak,Friday,No,35
ORD005686,PROD2007,Electronics,Off-Peak,Friday,No,23
ORD012201,PROD5275,Groceries,Festival,Friday,No,36
ORD006053,PROD2594,Electronics,Normal,Friday,No,23
ORD014197,PROD6540,Groceries,Peak,Friday,No,39
ORD004614,PROD2577,Pharmaceuticals,Peak,Friday,Yes,39
ORD014553,PROD9776,Groceries,Festival,Friday,No,7
ORD001532,PROD4963,Electronics,Peak,Friday,No,27
ORD013524,PROD4938,Electronics,Peak,Friday,No,6
ORD010606,PROD2805,Furniture,Festival,Friday,No,5
ORD014214,PROD3606,Electronics,Festival,Friday,No,29
ORD006203,PROD5835,Clothing,Peak,Friday,No,35
ORD007675,PROD7086,Pharmaceuticals,Normal,Friday,No,23
ORD008132,PROD4934,Furniture,Off-Peak,Friday,No,10
ORD008224,PROD2243,Electronics,Off-Peak,Friday,No,37
ORD006359,PROD5982,Furniture,Normal,Friday,No,33
ORD007739,PROD1310,Pharmaceuticals,Peak,Friday,No,35
ORD009545,PROD3955,Groceries,Peak,Friday,No,20
ORD014137,PROD5276,Clothing,Off-Peak,Friday,No,29
ORD006237,PROD4940,Pharmaceuticals,Off-Peak,Friday,No,27
ORD006520,PROD8144,Electronics,Peak,Friday,No,18
ORD007454,PROD9089,Groceries,Normal,Friday,No,0
ORD011405,PROD5523,Clothing,Off-Peak,Friday,Yes,19
ORD000085,PROD7482,Groceries,Normal,Friday,No,43
ORD007889,PROD3044,Clothing,Normal,Friday,No,1
ORD012971,PROD6284,Groceries,Peak,Friday,No,24
ORD012741,PROD2437,Clothing,Off-Peak,Friday,No,10
ORD003961,PROD1212,Furniture,Normal,Friday,No,2
ORD010022,PROD4436,Pharmaceuticals,Peak,Friday,No,1
ORD007850,PROD3288,Electronics,Normal,Friday,No,43
ORD008185,PROD4596,Electronics,Normal,Friday,No,41
ORD003378,PROD7936,Pharmaceuticals,Off-Peak,Friday,No,32
ORD011910,PROD4702,Furniture,Off-Peak,Friday,No,33
ORD010925,PROD2225,Pharmaceuticals,Peak,Friday,No,24
ORD006884,PROD5116,Pharmaceuticals,Festival,Friday,No,26
ORD014778,PROD2180,Clothing,Off-Peak,Friday,No,36
ORD009224,PROD6537,Pharmaceuticals,Normal,Friday,No,43
ORD002652,PROD4196,Clothing,Off-Peak,Friday,No,6
ORD013606,PROD6592,Furniture,Normal,Friday,No,29
ORD014470,PROD2183,Groceries,Normal,Friday,No,45
ORD001879,PROD7035,Electronics,Peak,Friday,No,42
ORD003693,PROD2718,Groceries,Off-Peak,Friday,Yes,29
ORD008878,PROD7025,Clothing,Off-Peak,Friday,No,49
ORD008529,PROD6440,Pharmaceuticals,Normal,Friday,No,39
ORD009212,PROD2230,Furniture,Peak,Friday,No,21
ORD008582,PROD6269,Electronics,Normal,Friday,No,17
ORD011772,PROD7316,Clothing,Off-Peak,Friday,No,35
ORD014018,PROD1268,Furniture,Peak,Friday,No,10
ORD007981,PROD1891,Furniture,Festival,Friday,Yes,13
ORD008039,PROD1722,Groceries,Peak,Friday,No,36
ORD003289,PROD1507,Clothing,Normal,Friday,No,29
ORD011340,PROD6219,Pharmaceuticals,Festival,Friday,No,8
ORD010299,PROD1813,Groceries,Peak,Friday,No,40
ORD003814,PROD7203,Pharmaceuticals,Peak,Friday,No,8
ORD010618,PROD2058,Furniture,Off-Peak,Friday,No,24
ORD013310,PROD8347,Clothing,Festival,Friday,No,0
ORD004801,PROD3393,Clothing,Off-Peak,Friday,No,10
ORD007362,PROD3213,Furniture,Off-Peak,Friday,Yes,36
ORD000108,PROD7252,Groceries,Festival,Friday,No,35
ORD007812,PROD3057,Electronics,Off-Peak,Friday,Yes,17
ORD007819,PROD3332,Clothing,Normal,Friday,No,40
ORD003381,PROD4308,Clothing,Festival,Friday,No,21
ORD013400,PROD3824,Groceries,Peak,Friday,Yes,35
ORD005637,PROD2849,Groceries,Festival,Friday,Yes,16
ORD000056,PROD5554,Pharmaceuticals,Off-Peak,Friday,Yes,13
ORD014773,PROD8521,Furniture,Off-Peak,Friday,No,39
ORD005029,PROD7550,Furniture,Off-Peak,Friday,Yes,29
ORD013059,PROD1005,Electronics,Festival,Friday,No,44
ORD006361,PROD6021,Electronics,Off-Peak,Friday,No,20
ORD005134,PROD4471,Groceries,Festival,Friday,No,49
ORD001731,PROD6286,Groceries,Normal,Friday,No,18
ORD001991,PROD7504,Electronics,Off-Peak,Friday,No,23
ORD007720,PROD8259,Pharmaceuticals,Peak,Friday,No,41
ORD005457,PROD6728,Clothing,Festival,Friday,No,12
ORD012285,PROD7200,Groceries,Off-Peak,Friday,No,49
ORD000449,PROD4680,Groceries,Festival,Friday,No,39
ORD014086,PROD4883,Clothing,Festival,Friday,No,29
ORD013778,PROD5747,Furniture,Normal,Friday,No,8
ORD012641,PROD4313,Pharmaceuticals,Peak,Friday,No,3
ORD013291,PROD2583,Pharmaceuticals,Peak,Friday,No,25
ORD014293,PROD4765,Furniture,Normal,Friday,No,22
ORD007514,PROD5698,Clothing,Festival,Friday,Yes,37
ORD010473,PROD3894,Clothing,Normal,Friday,No,33
ORD012815,PROD4369,Furniture,Normal,Friday,No,11
ORD003314,PROD2435,Electronics,Peak,Friday,No,30
ORD002194,PROD7821,Electronics,Normal,Friday,No,48
ORD002885,PROD2350,Electronics,Peak,Friday,No,42
ORD004212,PROD3717,Electronics,Off-Peak,Friday,No,11
ORD014967,PROD8704,Groceries,Normal,Friday,No,17
ORD001914,PROD9609,Pharmaceuticals,Peak,Friday,No,4
ORD000369,PROD8541,Pharmaceuticals,Off-Peak,Friday,No,1
ORD004967,PROD9621,Furniture,Peak,Friday,No,11
ORD010483,PROD4597,Clothing,Peak,Friday,No,21
ORD004167,PROD5533,Electronics,Festival,Friday,No,5
ORD006928,PROD8145,Clothing,Festival,Friday,No,45
ORD010236,PROD3714,Pharmaceuticals,Off-Peak,Friday,Yes,5
ORD000981,PROD4886,Clothing,Peak,Friday,No,42
ORD010142,PROD4056,Groceries,Festival,Friday,No,12
ORD003940,PROD5105,Furniture,Festival,Friday,Yes,31
ORD009866,PROD9174,Electronics,Festival,Friday,No,23
ORD008258,PROD8733,Furniture,Off-Peak,Friday,No,43
ORD011535,PROD7773,Electronics,Festival,Friday,Yes,0
ORD006970,PROD2750,Clothing,Off-Peak,Friday,No,34
ORD014509,PROD1508,Groceries,Festival,Friday,No,35
ORD003826,PROD9148,Clothing,Off-Peak,Friday,No,38
ORD005531,PROD1408,Clothing,Peak,Friday,Yes,24
ORD011119,PROD7465,Clothing,Off-Peak,Friday,No,13
ORD014438,PROD2833,Furniture,Normal,Friday,No,46
ORD002755,PROD5646,Pharmaceuticals,Off-Peak,Friday,No,40
ORD003306,PROD1813,Furniture,Festival,Friday,No,10
ORD004141,PROD2608,Electronics,Off-Peak,Friday,No,49
ORD008874,PROD2460,Groceries,Off-Peak,Friday,No,19
ORD014139,PROD3360,Groceries,Festival,Friday,Yes,37
ORD005978,PROD8144,Furniture,Off-Peak,Friday,No,20
ORD012587,PROD8261,Clothing,Normal,Friday,No,5
ORD005690,PROD1003,Electronics,Normal,Friday,No,5
ORD011887,PROD2415,Groceries,Festival,Friday,Yes,23
ORD000491,PROD9540,Pharmaceuticals,Off-Peak,Friday,No,22
ORD006339,PROD8764,Pharmaceuticals,Off-Peak,Friday,Yes,32
ORD010436,PROD8552,Furniture,Normal,Friday,No,15
ORD005003,PROD1267,Clothing,Normal,Friday,No,41
ORD004674,PROD9985,Electronics,Peak,Friday,No,39
ORD014648,PROD1145,Furniture,Peak,Friday,No,44
ORD007177,PROD8208,Electronics,Festival,Friday,Yes,10
ORD004429,PROD9489,Electronics,Festival,Friday,Yes,4
ORD007505,PROD3257,Groceries,Normal,Friday,Yes,25
ORD012993,PROD9993,Electronics,Peak,Friday,No,0
ORD005140,PROD8913,Electronics,Peak,Friday,No,15
ORD006927,PROD8952,Electronics,Festival,Friday,No,43
ORD003673,PROD1323,Pharmaceuticals,Peak,Friday,No,10
ORD013517,PROD1255,Groceries,Festival,Friday,Yes,23
ORD012833,PROD9305,Furniture,Off-Peak,Friday,No,32
ORD009074,PROD4526,Clothing,Peak,Friday,No,41
ORD009137,PROD5620,Pharmaceuticals,Festival,Friday,No,44
ORD013158,PROD7451,Groceries,Peak,Friday,No,35
ORD000970,PROD8237,Furniture,Normal,Friday,No,15
ORD007328,PROD7438,Electronics,Off-Peak,Friday,No,49
ORD014106,PROD5525,Groceries,Peak,Friday,No,11
ORD001112,PROD1422,Electronics,Festival,Friday,No,3
ORD003252,PROD6742,Pharmaceuticals,Normal,Friday,No,3
ORD001921,PROD9950,Groceries,Peak,Friday,No,16
ORD001786,PROD8642,Clothing,Off-Peak,Friday,No,36
ORD012233,PROD1296,Pharmaceuticals,Off-Peak,Friday,No,44
ORD007735,PROD1305,Groceries,Festival,Friday,No,11
ORD001582,PROD6080,Furniture,Festival,Friday,No,9
ORD011655,PROD1223,Groceries,Normal,Friday,No,13
ORD009401,PROD6476,Furniture,Normal,Friday,No,5
ORD003312,PROD1062,Electronics,Festival,Saturday,No,37
ORD012919,PROD8215,Clothing,Normal,Saturday,Yes,34
ORD001851,PROD4261,Electronics,Festival,Saturday,No,26
ORD002253,PROD9147,Electronics,Off-Peak,Saturday,No,39
ORD005194,PROD7343,Electronics,Festival,Saturday,No,5
